date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:16:07	0/0	------	301	error ('Moved%20Permanently')	text/html	date:Wed,%2021%20Dec%202022%2023:46:08%20GMT	https://www.afbank.com/help-center/online-banking/getting-started	C:/Users/USER/Desktop/download/Test/www.afbank.com/help-center/online-banking/getting-started.3b.delayed	(from https://www.afbank.com/)
07:16:07	60706/60706	------	200	untouched ('OK')	text/html	date:Wed,%2021%20Dec%202022%2023:45:53%20GMT	https://www.afbank.com/personal/education/understanding-finances/credit-tips	C:/Users/USER/Desktop/download/Test/www.afbank.com/personal/education/understanding-finances/credit-tips.html	(from https://www.afbank.com/)
07:16:07	61561/61561	------	200	untouched ('OK')	text/html	date:Wed,%2021%20Dec%202022%2023:45:54%20GMT	https://www.afbank.com/military-loan	C:/Users/USER/Desktop/download/Test/www.afbank.com/military-loan.html	(from https://www.afbank.com/)
07:16:07	57750/57750	------	200	untouched ('OK')	text/html	date:Wed,%2021%20Dec%202022%2023:45:55%20GMT	https://www.afbank.com/personal/loans/secured-personal-loans/cd-term-loans	C:/Users/USER/Desktop/download/Test/www.afbank.com/personal/loans/secured-personal-loans/cd-term-loans.html	(from https://www.afbank.com/)
07:16:07	71312/71312	------	200	untouched ('OK')	text/html	date:Wed,%2021%20Dec%202022%2023:45:57%20GMT	https://www.afbank.com/personal/loans/home-equity-loans/home-equity-line-credit	C:/Users/USER/Desktop/download/Test/www.afbank.com/personal/loans/home-equity-loans/home-equity-line-credit.html	(from https://www.afbank.com/)
07:16:07	68457/68457	------	200	untouched ('OK')	text/html	date:Wed,%2021%20Dec%202022%2023:45:58%20GMT	https://www.afbank.com/personal/loans/mortgages/compare-mortgages	C:/Users/USER/Desktop/download/Test/www.afbank.com/personal/loans/mortgages/compare-mortgages.html	(from https://www.afbank.com/)
07:16:07	74845/74845	------	200	untouched ('OK')	text/html	date:Wed,%2021%20Dec%202022%2023:45:59%20GMT	https://www.afbank.com/personal/loans/mortgages/find-a-loan-advisor	C:/Users/USER/Desktop/download/Test/www.afbank.com/personal/loans/mortgages/find-a-loan-advisor.html	(from https://www.afbank.com/)
07:16:07	67865/67865	------	200	untouched ('OK')	text/html	date:Wed,%2021%20Dec%202022%2023:46:01%20GMT	https://www.afbank.com/personal/loans/mortgages/refinance	C:/Users/USER/Desktop/download/Test/www.afbank.com/personal/loans/mortgages/refinance.html	(from https://www.afbank.com/)
07:16:07	70022/70022	------	200	untouched ('OK')	text/html	date:Wed,%2021%20Dec%202022%2023:46:02%20GMT	https://www.afbank.com/personal/loans/mortgages/va-loans	C:/Users/USER/Desktop/download/Test/www.afbank.com/personal/loans/mortgages/va-loans.html	(from https://www.afbank.com/)
07:16:08	66797/66797	------	200	untouched ('OK')	text/html	date:Wed,%2021%20Dec%202022%2023:46:03%20GMT	https://www.afbank.com/personal/loans/mortgages/fha-loans	C:/Users/USER/Desktop/download/Test/www.afbank.com/personal/loans/mortgages/fha-loans.html	(from https://www.afbank.com/)
07:16:08	67912/67912	------	200	untouched ('OK')	text/html	date:Wed,%2021%20Dec%202022%2023:46:04%20GMT	https://www.afbank.com/personal/loans/mortgages/conventional-loans	C:/Users/USER/Desktop/download/Test/www.afbank.com/personal/loans/mortgages/conventional-loans.html	(from https://www.afbank.com/)
07:16:08	66194/66194	------	200	untouched ('OK')	text/html	date:Wed,%2021%20Dec%202022%2023:46:05%20GMT	https://www.afbank.com/personal/loans/mortgages/jumbo-loans	C:/Users/USER/Desktop/download/Test/www.afbank.com/personal/loans/mortgages/jumbo-loans.html	(from https://www.afbank.com/)
07:16:08	61308/61308	------	200	untouched ('OK')	text/html	date:Wed,%2021%20Dec%202022%2023:46:06%20GMT	https://www.afbank.com/personal/loans/mortgages/hero-loan-program	C:/Users/USER/Desktop/download/Test/www.afbank.com/personal/loans/mortgages/hero-loan-program.html	(from https://www.afbank.com/)
07:16:08	59488/59488	------	200	untouched ('OK')	text/html	date:Wed,%2021%20Dec%202022%2023:46:08%20GMT	https://www.afbank.com/help-center/digital-banking/getting-started	C:/Users/USER/Desktop/download/Test/www.afbank.com/help-center/digital-banking/getting-started.html	(from https://www.afbank.com/)
07:16:08	318340/318340	------	200	untouched ('')	image/png	etag:%224db84-5eea367c86f0e%22	https://www.afbank.com/sites/default/files/afb_holiday_access_message_3_11-29-22.png	C:/Users/USER/Desktop/download/Test/www.afbank.com/sites/default/files/afb_holiday_access_message_3_11-29-22.png	(from https://www.afbank.com/)
07:16:08	108250/108250	------	200	untouched ('')	image/png	etag:%221a6da-5ea3bc4bb9c17%22	https://www.afbank.com/sites/default/files/afb_cd_homepage_banner_-_oct_5_2022_compressed_resized.png	C:/Users/USER/Desktop/download/Test/www.afbank.com/sites/default/files/afb_cd_homepage_banner_-_oct_5_2022_compressed_resized.png	(from https://www.afbank.com/)
07:16:08	77244/77244	------	200	untouched ('')	image/png	etag:%2212dbc-5e8a3d03c8bd3%22	https://www.afbank.com/sites/default/files/mmkt_-_afb_homepage_slider_banner_002.png	C:/Users/USER/Desktop/download/Test/www.afbank.com/sites/default/files/mmkt_-_afb_homepage_slider_banner_002.png	(from https://www.afbank.com/)
07:16:08	726/726	------	200	untouched ('')	image/png	etag:%222d6-5e7030a3b534f%22	https://www.afbank.com/sites/default/files/pod-icon/new-cal_0.png	C:/Users/USER/Desktop/download/Test/www.afbank.com/sites/default/files/pod-icon/new-cal_0.png	(from https://www.afbank.com/)
07:16:08	2905/2905	------	200	untouched ('')	image/png	etag:%22b59-5e7015f236678%22	https://www.afbank.com/sites/all/themes/afb/img/locator.png	C:/Users/USER/Desktop/download/Test/www.afbank.com/sites/all/themes/afb/img/locator.png	(from https://www.afbank.com/)
07:16:08	49554/49554	------	200	untouched ('OK')	text/html	date:Wed,%2021%20Dec%202022%2023:46:24%20GMT	https://www.afbank.com/search-results?query=Locations+near+me	C:/Users/USER/Desktop/download/Test/www.afbank.com/search-results0956.html	(from https://www.afbank.com/)
07:16:08	34407/34407	------	200	untouched ('')	image/jpeg	etag:%228667-5e70184d601cf%22	https://www.afbank.com/sites/default/files/pods/premier-money-market_0_8232022.jpg	C:/Users/USER/Desktop/download/Test/www.afbank.com/sites/default/files/pods/premier-money-market_0_8232022.jpg	(from https://www.afbank.com/)
07:16:08	555684/555684	------	200	untouched ('')	image/jpeg	etag:%2287aa4-5e70184d5abdd%22	https://www.afbank.com/sites/default/files/pods/afb_early_pay_-_pod8232022.jpg	C:/Users/USER/Desktop/download/Test/www.afbank.com/sites/default/files/pods/afb_early_pay_-_pod8232022.jpg	(from https://www.afbank.com/)
07:16:08	569981/569981	------	200	untouched ('')	image/png	etag:%228b27d-5cf5c4911d873%22	https://www.afbank.com/sites/default/files/pods/afb_mortgage_loan_experts_-_pod.png	C:/Users/USER/Desktop/download/Test/www.afbank.com/sites/default/files/pods/afb_mortgage_loan_experts_-_pod.png	(from https://www.afbank.com/)
07:16:08	691796/691796	------	200	untouched ('')	image/jpeg	etag:%22a8e54-5e70184d5fde7%22	https://www.afbank.com/sites/default/files/pods/mobile_banking576x280_8232022.jpg	C:/Users/USER/Desktop/download/Test/www.afbank.com/sites/default/files/pods/mobile_banking576x280_8232022.jpg	(from https://www.afbank.com/)
