date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:46:43	67912/67912	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Dec%202022%2023:46:04%20GMT	https://www.afbank.com/personal/loans/mortgages/conventional-loans	C:/Users/USER/Desktop/download/Test/www.afbank.com/personal/loans/mortgages/conventional-loans.html	(from https://www.afbank.com/)
00:46:44	66194/66194	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Dec%202022%2023:46:05%20GMT	https://www.afbank.com/personal/loans/mortgages/jumbo-loans	C:/Users/USER/Desktop/download/Test/www.afbank.com/personal/loans/mortgages/jumbo-loans.html	(from https://www.afbank.com/)
00:46:45	61308/61308	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Dec%202022%2023:46:06%20GMT	https://www.afbank.com/personal/loans/mortgages/hero-loan-program	C:/Users/USER/Desktop/download/Test/www.afbank.com/personal/loans/mortgages/hero-loan-program.html	(from https://www.afbank.com/)
00:46:46	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2021%20Dec%202022%2023:46:07%20GMT	https://www.afbank.com/content/academy-bank-personal-banking	C:/Users/USER/Desktop/download/Test/www.afbank.com/content/academy-bank-personal-banking	(from https://www.afbank.com/)
00:46:46	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2021%20Dec%202022%2023:46:08%20GMT	https://www.afbank.com/help-center/online-banking/getting-started	C:/Users/USER/Desktop/download/Test/www.afbank.com/help-center/online-banking/getting-started	(from https://www.afbank.com/)
00:46:47	59488/59488	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Dec%202022%2023:46:08%20GMT	https://www.afbank.com/help-center/digital-banking/getting-started	C:/Users/USER/Desktop/download/Test/www.afbank.com/help-center/digital-banking/getting-started.html	(from https://www.afbank.com/)
00:46:59	318340/318340	---M--	200	added ('OK')	image/png	etag:%224db84-5eea367c86f0e%22	https://www.afbank.com/sites/default/files/afb_holiday_access_message_3_11-29-22.png	C:/Users/USER/Desktop/download/Test/www.afbank.com/sites/default/files/afb_holiday_access_message_3_11-29-22.png	(from https://www.afbank.com/)
00:46:59	108250/108250	---M--	200	added ('OK')	image/png	etag:%221a6da-5ea3bc4bb9c17%22	https://www.afbank.com/sites/default/files/afb_cd_homepage_banner_-_oct_5_2022_compressed_resized.png	C:/Users/USER/Desktop/download/Test/www.afbank.com/sites/default/files/afb_cd_homepage_banner_-_oct_5_2022_compressed_resized.png	(from https://www.afbank.com/)
00:47:01	77244/77244	---M--	200	added ('OK')	image/png	etag:%2212dbc-5e8a3d03c8bd3%22	https://www.afbank.com/sites/default/files/mmkt_-_afb_homepage_slider_banner_002.png	C:/Users/USER/Desktop/download/Test/www.afbank.com/sites/default/files/mmkt_-_afb_homepage_slider_banner_002.png	(from https://www.afbank.com/)
00:47:02	726/726	---M--	200	added ('OK')	image/png	etag:%222d6-5e7030a3b534f%22	https://www.afbank.com/sites/default/files/pod-icon/new-cal_0.png	C:/Users/USER/Desktop/download/Test/www.afbank.com/sites/default/files/pod-icon/new-cal_0.png	(from https://www.afbank.com/)
00:47:03	2905/2905	---M--	200	added ('OK')	image/png	etag:%22b59-5e7015f236678%22	https://www.afbank.com/sites/all/themes/afb/img/locator.png	C:/Users/USER/Desktop/download/Test/www.afbank.com/sites/all/themes/afb/img/locator.png	(from https://www.afbank.com/)
00:47:05	34407/34407	---M--	200	added ('OK')	image/jpeg	etag:%228667-5e70184d601cf%22	https://www.afbank.com/sites/default/files/pods/premier-money-market_0_8232022.jpg	C:/Users/USER/Desktop/download/Test/www.afbank.com/sites/default/files/pods/premier-money-market_0_8232022.jpg	(from https://www.afbank.com/)
00:47:05	49554/49554	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Dec%202022%2023:46:24%20GMT	https://www.afbank.com/search-results?query=Locations+near+me	C:/Users/USER/Desktop/download/Test/www.afbank.com/search-results0956.html	(from https://www.afbank.com/)
